dataset,identity_id,split,expected_sex,editorial_ethnicity,expected_looks,image_path,before_raw,after_raw,raw_delta,before_display,after_display,before_abs_display_error,after_abs_display_error,display_error_improvement,before_rank_error,after_rank_error,rank_error_improvement,representative_image_before_raw,representative_image_after_raw,crop_requested_fits,crop_source_contained,crop_side_px,crop_shift_x_px,crop_shift_y_px,crop_pad_left_px,crop_pad_top_px,crop_pad_right_px,crop_pad_bottom_px,crop_padding_area_pct,crop_face_visible_pct,reliability
canonical,awkwafina,validation,f,east-asian,5.4,images/roster/awkwafina.jpg,2.868,2.898,0.03000000000000025,5.579000696827463,5.66119745185516,0.17900069682746267,0.26119745185515963,-0.08219675502769697,0.01807228915662651,0.06626506024096385,-0.04819277108433734,2.868,2.898,false,true,820.12,0,-95.05,10.32,0,9.8,20.12,4.85,94.34,
canonical,bad-bunny,train,m,latino,6.5,images/roster/bad-bunny.jpg,3.725,3.814,0.08899999999999997,6.681050206933349,6.809201078144913,0.1810502069333486,0.3092010781449126,-0.128150871211564,0.3888888888888889,0.4382716049382716,-0.04938271604938271,3.725,3.814,true,true,783.41,0,-184.31,0,0,0,0,0,81.06,
canonical,the-weeknd,train,m,black,6.0,images/roster/the-weeknd.jpg,3.382,3.491,0.10899999999999999,6.317018073122327,6.417853168967945,0.3170180731223269,0.41785316896794544,-0.10083509584561856,0.30246913580246915,0.35185185185185186,-0.04938271604938271,3.382,3.491,true,true,650.33,0,-166.66,0,0,0,0,0,78.12,
canonical,rebel-wilson,train,f,white,5.4,images/roster/rebel-wilson.jpg,3.551,3.628,0.07699999999999996,6.4738683822648735,6.564966337090092,1.0738683822648731,1.1649663370900916,-0.09109795482521843,0.39156626506024095,0.4518072289156626,-0.06024096385542166,3.551,3.628,true,true,656.19,0,-167.58,0,0,0,0,0,78.25,
canonical,tom-cruise,validation,m,white,8.7,images/roster/tom-cruise.jpg,3.259,3.226,-0.03299999999999992,6.200370217122318,6.166439939004522,2.4996297828776814,2.5335600609954776,-0.03393027811779614,0.2777777777777778,0.33950617283950624,-0.06172839506172845,3.259,3.226,true,true,694.96,0,-63.18,0,0,0,0,0,100,
canonical,asmr-darling,train,f,white,7.4,images/roster/asmr-darling.jpg,2.923,2.853,-0.06999999999999984,5.721503967237891,5.535096471562196,1.6784960327621095,1.8649035284378046,-0.18640749567569515,0.1566265060240964,0.22891566265060243,-0.07228915662650603,2.923,2.853,true,true,268.77,-7.31,-7.31,0,0,0,0,0,100,non-standard framing (head tilted sideways (~23°)) — scored on your override; expect a rougher read.
canonical,marz,train,f,white,7.8,images/roster/marz.jpg,3.78,3.903,0.12300000000000022,6.7586105450701455,6.976990061598253,1.0413894549298544,0.8230099384017464,0.21837951652810794,0.2409638554216868,0.31325301204819284,-0.07228915662650603,3.78,3.903,true,true,289.28,9.64,-8.71,0,0,0,0,0,100,
canonical,denzel-washington,holdout,m,black,8.8,images/roster/denzel-washington.jpg,2.687,2.382,-0.3049999999999997,4.725261392622058,3.396354319545971,4.074738607377943,5.40364568045403,-1.3289070730760875,0.7037037037037037,0.7901234567901234,-0.08641975308641969,2.687,2.382,true,true,703.97,0,-41.93,0,0,0,0,0,100,non-standard framing (head turned (~13°)) — scored on your override; expect a rougher read.
canonical,tifa-lockhart,train,f,other,9.5,images/roster/tifa-lockhart.jpg,3.591,3.356,-0.23500000000000032,6.5198811919773005,6.289463450100948,2.9801188080226995,3.210536549899052,-0.23041774187635244,0.37349397590361444,0.5180722891566265,-0.14457831325301207,3.591,3.356,true,true,242.58,0,-23.69,0,0,0,0,0,100,non-standard framing (head turned (~22°); head tilted sideways (~18°)) — scored on your override; expect a rougher read.
canonical,barack-obama,train,m,mixed,7.1,images/roster/barack-obama.jpg,3.383,3.038,-0.3450000000000002,6.318058487088996,5.931351483426297,0.7819415129110032,1.168648516573703,-0.38670700366269983,0.05555555555555547,0.21604938271604945,-0.16049382716049398,3.383,3.038,true,true,771.56,0,-95.23,0,0,0,0,0,96.72,
canonical,ryan-reynolds,train,m,white,8.0,images/roster/ryan-reynolds.jpg,3.514,3.084,-0.4299999999999997,6.436817838432938,5.995339637284971,1.5631821615670622,2.004660362715029,-0.44147820114796676,0.0185185185185186,0.3024691358024692,-0.2839506172839506,3.514,3.084,true,true,686.86,0,-171.21,0,0,0,0,0,79.1,
gallery_identity,tila-tequila,train,f,east-asian,5.0,images/roster/tila-tequila/6.jpg,3.428,3.3573999999999997,-0.07060000000000022,6.363995002060856,6.290940722083834,1.3639950020608564,1.2909407220838336,0.07305427997702285,0.3041237113402062,0.20103092783505153,0.10309278350515469,3.418,3.123,true,true,272.49,0,-20.95,0,0,0,0,0,100,
gallery_identity,jensen-huang,holdout,m,east-asian,5.3,images/roster/jensen-huang/4.jpg,2.643,2.8535000000000004,0.21050000000000058,4.504732434638694,5.5365591503417395,0.7952675653613062,0.2365591503417397,0.5587084150195665,0.10416666666666667,0.052083333333333315,0.052083333333333356,2.69,3.111,true,true,136.79,39.64,0,0,0,0,0,0,83.55,"small/distant face (~81px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head turned (~21°)) — scored on your override; expect a rougher read."
gallery_identity,prince-harry,validation,m,white,7.2,images/roster/prince-harry/1.jpg,2.7593333333333336,2.8346666666666667,0.07533333333333303,5.118404567065015,5.471403881730193,2.081595432934985,1.7285961182698069,0.352999314665178,0.42708333333333337,0.38541666666666663,0.04166666666666674,2.657,2.883,true,true,209.4,-34.8,0,0,0,0,0,0,100,
gallery_identity,brad-pitt,train,m,white,9.5,images/roster/brad-pitt/6.jpg,3.0485999999999995,3.1016,0.05300000000000038,5.944372499772814,6.020061350604717,3.555627500227186,3.479938649395283,0.07568885083190313,0.5833333333333334,0.5416666666666667,0.04166666666666663,2.757,3.022,true,true,277.31,10.73,-9.65,0,0,0,0,0,100,
gallery_identity,evil-addams,holdout,f,white,7.8,images/roster/evil-addams/4.jpg,3.80375,3.7845,-0.01924999999999999,6.793371153106238,6.76501710452423,1.0066288468937614,1.0349828954757694,-0.028354048582007962,0.2938144329896907,0.25257731958762886,0.04123711340206182,4.266,4.189,true,true,504.19,-33.29,0,0,0,0,0,0,100,non-standard framing (head turned (~13°); head tilted sideways (~17°)) — scored on your override; expect a rougher read.
gallery_identity,nadya-suleman,holdout,f,white,4.0,images/roster/nadya-suleman/1.jpg,3.5220000000000002,3.474,-0.04800000000000004,6.443454569249251,6.403943461907347,2.4434545692492513,2.403943461907347,0.03951110734190433,0.41237113402061853,0.3711340206185567,0.04123711340206182,3.187,3.091,true,true,279.04,-1.48,-22.19,0,0,0,0,0,100,
gallery_identity,sydney-sweeney,holdout,f,white,9.0,images/roster/sydney-sweeney/2.jpg,3.4814,3.5126,0.031200000000000117,6.4099872307808266,6.435658576138388,2.5900127692191734,2.5643414238616122,0.025671345357561215,0.41752577319587636,0.37628865979381454,0.04123711340206182,3.55,3.706,true,true,258.88,0,-11.96,0,0,0,0,0,100,
gallery_identity,victoria-justice,train,f,latino,8.5,images/roster/victoria-justice/3.jpg,3.08225,3.1245000000000003,0.04225000000000012,5.9924980829092185,6.051367404336638,2.5075019170907815,2.448632595663362,0.05886932142741941,0.5876288659793814,0.5463917525773195,0.04123711340206182,3.143,3.312,true,true,272.09,0.42,-2.91,0,0,0,0,0,100,non-standard framing (head turned (~18°)) — scored on your override; expect a rougher read.
gallery_identity,whispersred,holdout,f,white,6.0,images/roster/whispersred/2.jpg,3.6864999999999997,3.6505,-0.03599999999999959,6.629646318108307,6.5910799938443425,0.629646318108307,0.5910799938443425,0.03856632426396445,0.44845360824742264,0.4072164948453608,0.04123711340206182,3.517,3.445,true,true,513.87,0,95.12,0,0,0,0,0,100,non-standard framing (head turned (~18°); head tilted sideways (~16°)) — scored on your override; expect a rougher read.
gallery_identity,russell-brand,holdout,m,white,7.0,images/roster/russell-brand/4.jpg,3.3695999999999997,3.3506,-0.018999999999999684,6.303851685454999,6.283773606269342,0.6961483145450007,0.7162263937306577,-0.02007807918565696,0.09375,0.0625,0.03125,3.221,3.129,false,true,359.76,13.07,-4.18,26.76,0,0,26.76,14.32,100,
gallery_identity,seth-rogen,train,m,white,4.5,images/roster/seth-rogen/2.jpg,3.059,3.0336000000000003,-0.025399999999999867,5.957185298377322,5.925333853857071,1.457185298377322,1.4253338538570706,0.03185144452025135,0.27604166666666663,0.24479166666666666,0.031249999999999972,2.7,2.532,true,true,282.23,91.16,0,0,0,0,0,0,77.65,non-standard framing (head turned (~17°)) — scored on your override; expect a rougher read.
gallery_identity,azealia-banks,validation,f,black,6.0,images/roster/azealia-banks/4.jpg,2.82,2.8745,0.05449999999999999,5.406349414728806,5.598047479181134,0.5936505852711944,0.4019525208188659,0.1916980644523285,0.18041237113402062,0.14948453608247422,0.030927835051546393,2.355,2.573,true,true,424.33,-97.45,0,0,0,0,0,0,92.99,
gallery_identity,emma-blackery,train,f,white,6.5,images/roster/emma-blackery/2.jpg,4.005,3.9623333333333335,-0.04266666666666641,7.261086595768278,7.118221428847969,0.761086595768278,0.6182214288479688,0.14286516692030915,0.6597938144329897,0.6288659793814433,0.030927835051546393,3.612,3.422,true,true,329.59,10.94,-21.39,0,0,0,0,0,100,non-standard framing (head tilted sideways (~18°)) — scored on your override; expect a rougher read.
gallery_identity,lena-dunham,validation,f,white,3.5,images/roster/lena-dunham/5.jpg,3.5418,3.4874,-0.05439999999999978,6.4641009455324046,6.414900058991856,2.9641009455324046,2.914900058991856,0.04920088654054844,0.46907216494845355,0.4381443298969072,0.030927835051546337,3.806,3.526,true,true,305.68,-2.67,-27.32,0,0,0,0,0,100,non-standard framing (head turned (~16°)) — scored on your override; expect a rougher read.
gallery_identity,joe-rogan,train,m,white,5.5,images/roster/joe-rogan/6.jpg,3.03,3.004,-0.0259999999999998,5.919324072307478,5.87543261149162,0.4193240723074778,0.37543261149162,0.04389146081585782,0.109375,0.08854166666666663,0.02083333333333337,3.12,3.067,true,true,286.5,0,-7.9,0,0,0,0,0,100,
gallery_identity,tyson-fury,train,m,white,5.6,images/roster/tyson-fury/2.jpg,2.989,2.949,-0.040000000000000036,5.8489672138362945,5.777142991957787,0.24896721383629483,0.17714299195778693,0.0718242218785079,0.041666666666666685,0.020833333333333315,0.02083333333333337,2.989,2.949,true,true,189.12,17.57,0,0,0,0,0,0,100,"small/distant face (~107px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head tilted sideways (~17°)) — scored on your override; expect a rougher read."
gallery_identity,george-santos,train,m,latino,4.0,images/roster/george-santos/1.jpg,2.825333333333333,2.8336666666666672,0.008333333333334192,5.434989985321261,5.467503752702663,1.4349899853212609,1.4675037527026626,-0.03251376738140177,0.14583333333333331,0.12499999999999999,0.02083333333333333,2.75,2.765,true,true,276.27,0,-13.59,0,0,0,0,0,100,
gallery_identity,cristiano-ronaldo,holdout,m,white,9.0,images/roster/cristiano-ronaldo/1.jpg,3.512,3.512,0.0,6.435161945810044,6.435161945810044,2.5648380541899556,2.5648380541899556,0.0,0.22395833333333337,0.21354166666666663,0.01041666666666674,3.222,3.222,true,true,333.34,0,0,0,0,0,0,0,100,
gallery_identity,henry-cavill,train,m,white,9.5,images/roster/henry-cavill/7.jpg,3.5382,3.543,0.0048000000000003595,6.460291669069015,6.465372290741657,3.039708330930985,3.034627709258343,0.005080621672641783,0.26041666666666674,0.25,0.01041666666666674,4.084,4.174,false,true,834.91,0,-51.46,83.63,0,76.29,0,19.15,100,
gallery_identity,leonardo-dicaprio,train,m,white,9.3,images/roster/leonardo-dicaprio/1.jpg,3.0115,3.0115,0.0,5.888440981123886,5.888440981123886,3.4115590188761145,3.4115590188761145,0.0,0.6041666666666667,0.59375,0.01041666666666674,2.719,2.719,true,true,465.49,0,0,0,0,0,0,0,100,
gallery_identity,michael-b-jordan,validation,m,black,9.0,images/roster/michael-b-jordan/4.jpg,2.975,2.9939999999999998,0.018999999999999684,5.822354998423189,5.858138194911677,3.1776450015768107,3.1418618050883227,0.035783196488488045,0.578125,0.5677083333333333,0.01041666666666674,2.274,2.354,true,true,620,0,27.73,0,0,0,0,0,100,non-standard framing (head turned (~24°)) — scored on your override; expect a rougher read.
gallery_identity,nicolas-cage,holdout,m,white,7.0,images/roster/nicolas-cage/7.jpg,3.3378,3.3421999999999996,0.004399999999999515,6.270924210737153,6.274948356123526,0.729075789262847,0.7250516438764736,0.004024145386373412,0.0625,0.05208333333333326,0.01041666666666674,3.318,3.392,true,true,669,-20.09,0,0,0,0,0,0,100,
gallery_identity,pewdiepie,train,m,white,7.1,images/roster/pewdiepie/3.jpg,2.61,2.61,0.0,4.32173027299792,4.32173027299792,2.7782697270020797,2.7782697270020797,0.0,0.53125,0.5208333333333333,0.01041666666666674,2.61,2.61,true,true,185.19,0,0,0,0,0,0,0,100,non-standard framing (head turned (~21°)) — scored on your override; expect a rougher read.
gallery_identity,steve-buscemi,holdout,m,white,2.5,images/roster/steve-buscemi/3.jpg,2.8381999999999996,2.8356000000000003,-0.0025999999999992696,5.4851827651323,5.47504380133272,2.9851827651322997,2.9750438013327196,0.010138963799580125,0.25520833333333337,0.24479166666666666,0.010416666666666713,2.881,2.868,false,true,339.34,0,-27.38,17.41,0,72.94,6.34,27.99,97.2,
gallery_identity,elon-musk,train,m,white,5.5,images/roster/elon-musk/3.jpg,2.893,2.8795,-0.013499999999999623,5.646486837859705,5.611663237596455,0.14648683785970462,0.11166323759645458,0.03482360026325004,0.015625,0.005208333333333315,0.010416666666666685,2.888,2.834,true,true,277.97,0,-15.6,0,0,0,0,0,100,
gallery_identity,ishowspeed,train,m,black,6.0,images/roster/ishowspeed/1.jpg,2.8845,2.8845,0.0,5.624240982101475,5.624240982101475,0.37575901789852484,0.37575901789852484,0.0,0.057291666666666685,0.046875,0.010416666666666685,2.58,2.58,true,true,435.95,0,0,0,0,0,0,0,100,
gallery_identity,james-corden,train,m,white,4.0,images/roster/james-corden/1.jpg,2.6122,2.6122,0.0,4.330873079971472,4.330873079971472,0.33087307997147164,0.33087307997147164,0.0,0.020833333333333343,0.010416666666666671,0.010416666666666671,2.865,2.865,true,true,167.64,0,0,0,0,0,0,0,100,"small/distant face (~95px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head turned (~24°)) — scored on your override; expect a rougher read."
gallery_identity,rudy-giuliani,holdout,m,white,3.5,images/roster/rudy-giuliani/1.jpg,2.751,2.751,0.0,5.072326896660844,5.072326896660844,1.5723268966608437,1.5723268966608437,0.0,0.11979166666666667,0.10937500000000001,0.010416666666666657,2.879,2.879,true,true,1258.42,0,0,0,0,0,0,0,100,
gallery_identity,danny-devito,train,m,white,2.5,images/roster/danny-devito/6.jpg,2.8622,2.8442,-0.018000000000000238,5.562017549891141,5.507018588568497,3.0620175498911406,3.0070185885684966,0.054998961322644035,0.265625,0.25520833333333337,0.01041666666666663,2.677,2.621,false,true,326.86,-39.54,-3.61,0,0,77.86,0,23.82,71.47,
gallery_identity,drake,validation,m,mixed,7.0,images/roster/drake/2.jpg,3.3514999999999997,3.3514999999999997,0.0,6.284721012467223,6.284721012467223,0.715278987532777,0.715278987532777,0.0,0.08333333333333326,0.07291666666666663,0.01041666666666663,3.199,3.199,true,true,181.92,0,0,0,0,0,0,0,100,"small/distant face (~109px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head turned (~13°)) — scored on your override; expect a rougher read."
gallery_identity,ed-sheeran,validation,m,white,4.5,images/roster/ed-sheeran/3.jpg,3.8738,3.8698,-0.0040000000000000036,6.92377686602894,6.916203152533867,2.4237768660289403,2.4162031525338667,0.00757371349507352,0.8177083333333334,0.8072916666666667,0.01041666666666663,4.058,4.038,true,true,760.27,-17.27,0,0,0,0,0,0,100,non-standard framing (head tilted sideways (~10°)) — scored on your override; expect a rougher read.
gallery_identity,eminem,validation,m,white,6.6,images/roster/eminem/1.jpg,3.223,3.223,0.0,6.163254942630251,6.163254942630251,0.4367450573697482,0.4367450573697482,0.0,0.07812499999999994,0.06770833333333331,0.01041666666666663,3.223,3.223,true,true,468.8,0,0,0,0,0,0,0,100,non-standard framing (head turned (~14°)) — scored on your override; expect a rougher read.
gallery_identity,the-weeknd,train,m,black,6.0,images/roster/the-weeknd/1.jpg,3.4618,3.4618,0.0,6.393472597354732,6.393472597354732,0.39347259735473195,0.39347259735473195,0.0,0.32812499999999994,0.3177083333333333,0.01041666666666663,3.299,3.299,true,true,610.35,0,0,0,0,0,0,0,100,
gallery_identity,will-smith,train,m,black,8.3,images/roster/will-smith/4.jpg,2.624,2.624,0.0,4.383112415424668,4.383112415424668,3.916887584575333,3.916887584575333,0.0,0.6979166666666666,0.6875,0.01041666666666663,2.624,2.624,true,true,204.54,0,0,0,0,0,0,0,100,
gallery_identity,adele,train,f,white,6.5,images/roster/adele/9.jpg,4.0205,4.0265,0.006000000000000227,7.324506621688421,7.349405728014212,0.8245066216884211,0.8494057280142124,-0.024899106325791287,0.6701030927835052,0.6597938144329897,0.010309278350515538,4.081,4.093,true,true,657.5,4.65,0,0,0,0,0,0,100,
gallery_identity,megan-fox,train,f,white,9.2,images/roster/megan-fox/2.jpg,3.665,3.665,0.0,6.606466166569827,6.606466166569827,2.593533833430172,2.593533833430172,0.0,0.2628865979381444,0.25257731958762886,0.010309278350515538,3.406,3.406,true,true,324.83,0,0,0,0,0,0,0,100,
gallery_identity,emma-stone,holdout,f,white,8.0,images/roster/emma-stone/1.jpg,3.3834000000000004,3.3834000000000004,0.0,6.318474779178812,6.318474779178812,1.6815252208211877,1.6815252208211877,0.0,0.24226804123711343,0.23195876288659795,0.010309278350515483,3.017,3.017,true,true,470.11,0,0,0,0,0,0,0,100,
gallery_identity,jennifer-lawrence,holdout,f,white,8.1,images/roster/jennifer-lawrence/1.jpg,3.3851999999999998,3.3851999999999998,0.0,6.3203489901864485,6.3203489901864485,1.7796510098135512,1.7796510098135512,0.0,0.288659793814433,0.27835051546391754,0.010309278350515483,3.234,3.234,true,true,334.79,0,0,0,0,0,0,0,100,non-standard framing (head turned (~15°)) — scored on your override; expect a rougher read.
gallery_identity,shakira,train,f,latino,8.4,images/roster/shakira/1.jpg,3.407,3.407,0.0,6.343166276666333,6.343166276666333,2.0568337233336678,2.0568337233336678,0.0,0.3041237113402062,0.29381443298969073,0.010309278350515483,3.739,3.739,true,true,305.37,0,0,0,0,0,0,0,100,non-standard framing (head turned (~15°)) — scored on your override; expect a rougher read.
gallery_identity,sofia-vergara,validation,f,latino,8.8,images/roster/sofia-vergara/1.jpg,3.42725,3.42725,0.0,6.363345285601314,6.363345285601314,2.4366547143986867,2.4366547143986867,0.0,0.37628865979381443,0.36597938144329895,0.010309278350515483,3.658,3.658,true,true,273.86,0,0,0,0,0,0,0,100,non-standard framing (head turned (~16°)) — scored on your override; expect a rougher read.
gallery_identity,taylor-swift,validation,f,white,7.5,images/roster/taylor-swift/7.jpg,3.358,3.3645,0.00649999999999995,6.2915741082416075,6.29844622424225,1.2084258917583925,1.2015537757577501,0.006872116000642414,0.13402061855670105,0.12371134020618557,0.010309278350515483,4.027,4.053,true,true,250.29,0,-15.86,0,0,0,0,0,100,
gallery_identity,triss-merigold,train,f,white,8.5,images/roster/triss-merigold/1.jpg,3.408,3.408,0.0,6.344218286337963,6.344218286337963,2.155781713662037,2.155781713662037,0.0,0.34020618556701027,0.3298969072164948,0.010309278350515483,3.307,3.307,true,true,245.06,0,0,0,0,0,0,0,100,non-standard framing (head turned (~22°); head tilted sideways (~23°)) — scored on your override; expect a rougher read.
gallery_identity,roseanne-barr,train,f,white,3.5,images/roster/roseanne-barr/6.jpg,2.9346,2.8924,-0.04220000000000024,5.7411551568664025,5.644722682531348,2.2411551568664025,2.1447226825313477,0.09643247433505486,0.07731958762886598,0.06701030927835051,0.010309278350515469,3.229,3.0,false,true,304.26,0,-24.65,0.37,0,3.89,4.26,2.78,100,
gallery_identity,rachel-dolezal,holdout,f,white,4.0,images/roster/rachel-dolezal/1.jpg,3.1654999999999998,3.1455,-0.019999999999999574,6.102101589300165,6.080178661440107,2.1021015893001653,2.080178661440107,0.021922927860058117,0.14432989690721648,0.13402061855670103,0.010309278350515455,3.073,3.033,true,true,295.36,-6.2,30.46,0,0,0,0,0,100,non-standard framing (head tilted sideways (~10°)) — scored on your override; expect a rougher read.
gallery_identity,trisha-paytas,train,f,white,5.0,images/roster/trisha-paytas/1.jpg,3.1195999999999997,3.1195999999999997,0.0,6.044491772581336,6.044491772581336,1.0444917725813356,1.0444917725813356,0.0,0.056701030927835044,0.04639175257731959,0.010309278350515455,2.88,2.88,true,true,256.98,0,0,0,0,0,0,0,100,
gallery_identity,aerith-gainsborough,train,f,other,8.5,images/roster/aerith-gainsborough/1.jpg,3.502,3.502,0.0,6.426902004026099,6.426902004026099,2.0730979959739013,2.0730979959739013,0.0,0.268041237113402,0.25773195876288657,0.010309278350515427,3.859,3.859,true,true,242.13,0,0,0,0,0,0,0,100,non-standard framing (head turned (~20°); head tilted sideways (~17°)) — scored on your override; expect a rougher read.
gallery_identity,beyonce,validation,f,black,8.9,images/roster/beyonce/1.jpg,3.383,3.383,0.0,6.318058487088996,6.318058487088996,2.581941512911004,2.581941512911004,0.0,0.47938144329896903,0.4690721649484536,0.010309278350515427,3.101,3.101,true,true,237.77,0,0,0,0,0,0,0,100,
gallery_identity,billie-eilish,train,f,white,7.8,images/roster/billie-eilish/1.jpg,3.421,3.421,0.0,6.357938187423278,6.357938187423278,1.4420618125767222,1.4420618125767222,0.0,0.09793814432989689,0.08762886597938147,0.010309278350515427,3.066,3.066,true,true,223.06,0,0,0,0,0,0,0,100,
gallery_identity,dizzykitten,train,f,white,7.2,images/roster/dizzykitten/1.jpg,2.9844999999999997,2.9844999999999997,0.0,5.840399991205202,5.840399991205202,1.3596000087947981,1.3596000087947981,0.0,0.2628865979381443,0.25257731958762886,0.010309278350515427,3.239,3.239,true,true,692.24,0,0,0,0,0,0,0,100,non-standard framing (head turned (~24°)) — scored on your override; expect a rougher read.
gallery_identity,dolly-parton,train,f,white,8.0,images/roster/dolly-parton/1.jpg,2.895,2.895,0.0,5.652369051852542,5.652369051852542,2.347630948147458,2.347630948147458,0.0,0.5103092783505154,0.5,0.010309278350515427,2.45,2.45,true,true,239.17,0,0,0,0,0,0,0,100,
gallery_identity,gab-smolders,train,f,white,6.5,images/roster/gab-smolders/1.jpg,3.6993333333333336,3.6993333333333336,0.0,6.646584346679333,6.646584346679333,0.14658434667933307,0.14658434667933307,0.0,0.44329896907216493,0.4329896907216495,0.010309278350515427,3.597,3.597,true,true,600.46,0,0,0,0,0,0,0,100,non-standard framing (head turned (~18°)) — scored on your override; expect a rougher read.
gallery_identity,gal-gadot,train,f,middle-eastern,9.0,images/roster/gal-gadot/1.jpg,3.66375,3.66375,0.0,6.605134522547363,6.605134522547363,2.394865477452637,2.394865477452637,0.0,0.231958762886598,0.22164948453608257,0.010309278350515427,3.667,3.667,true,true,325.47,0,0,0,0,0,0,0,100,
gallery_identity,gibi-asmr,train,f,white,7.2,images/roster/gibi-asmr/3.jpg,3.7756666666666665,3.7756666666666665,0.0,6.752466077923319,6.752466077923319,0.44753392207668075,0.44753392207668075,0.0,0.3865979381443299,0.3762886597938145,0.010309278350515427,3.758,3.758,false,true,418.08,0,0,44.35,42.8,40.73,42.28,36.56,99.84,non-standard framing (head tilted sideways (~23°)) — scored on your override; expect a rougher read.
gallery_identity,kim-kardashian,train,f,white,8.5,images/roster/kim-kardashian/1.jpg,3.48125,3.48125,0.0,6.409864553786628,6.409864553786628,2.090135446213372,2.090135446213372,0.0,0.2989690721649484,0.28865979381443296,0.010309278350515427,3.574,3.574,true,true,113.8,0,0,0,0,0,0,0,100,"small/distant face (~63px of real detail) — score is rougher than a tight, sharp headshot."
gallery_identity,melissa-bonny,train,f,white,7.9,images/roster/melissa-bonny/1.jpg,2.726,2.726,0.0,4.912985945742045,4.912985945742045,2.9870140542579557,2.9870140542579557,0.0,0.5103092783505154,0.5,0.010309278350515427,2.726,2.726,true,true,232.51,0,0,0,0,0,0,0,100,
gallery_identity,mindy-kaling,holdout,f,south-asian,5.5,images/roster/mindy-kaling/6.jpg,3.5564999999999998,3.537,-0.01949999999999985,6.4797303010974225,6.459023489865143,0.9797303010974225,0.9590234898651433,0.020706811232279243,0.32474226804123707,0.31443298969072164,0.010309278350515427,3.53,3.452,true,true,262.39,0,-17.18,0,0,0,0,0,100,
gallery_identity,vera-lux,holdout,f,white,9.0,images/roster/vera-lux/1.jpg,3.549,3.549,0.0,6.4717410068307935,6.4717410068307935,2.5282589931692065,2.5282589931692065,0.0,0.365979381443299,0.3556701030927836,0.010309278350515427,3.557,3.557,true,true,269.08,0,0,0,0,0,0,0,100,non-standard framing (head turned (~25°); head tilted sideways (~19°)) — scored on your override; expect a rougher read.
gallery_identity,ana-de-armas,train,f,latino,9.4,images/roster/ana-de-armas/3.jpg,3.5768,3.5878,0.01100000000000012,6.50285776616415,6.516031833741127,2.897142233835851,2.8839681662588736,0.013174067576977144,0.38659793814432997,0.38144329896907225,0.005154639175257714,3.948,4.003,true,true,249.28,0,-16.11,0,0,0,0,0,100,
gallery_identity,kylie-jenner,validation,f,white,7.5,images/roster/kylie-jenner/1.jpg,3.5768,3.5768,0.0,6.50285776616415,6.50285776616415,0.9971422338358504,0.9971422338358504,0.0,0.08762886597938141,0.0824742268041237,0.005154639175257714,3.862,3.862,false,true,694.34,0,0,157.75,77.28,131.59,77.06,54.64,91.64,
gallery_identity,alice-lane,train,f,white,8.5,images/roster/alice-lane/2.jpg,3.64,3.64,0.0,6.579826654149275,6.579826654149275,1.920173345850725,1.920173345850725,0.0,0.12371134020618557,0.12371134020618557,0.0,3.551,3.551,true,true,409.14,0,0,0,0,0,0,0,100,non-standard framing (head turned (~15°); head tilted sideways (~22°)) — scored on your override; expect a rougher read.
gallery_identity,alissa-white-gluz,train,f,white,7.8,images/roster/alissa-white-gluz/2.jpg,4.111,4.111,0.0,7.651843422313572,7.651843422313572,0.14815657768642776,0.14815657768642776,0.0,0.4587628865979382,0.4587628865979382,0.0,4.111,4.111,true,true,416.55,0,0,0,0,0,0,0,100,
gallery_identity,amber-heard,train,f,white,8.5,images/roster/amber-heard/3.jpg,3.942,3.952,0.009999999999999787,7.063235827028208,7.0902547096342365,1.4367641729717917,1.4097452903657635,0.02701888260602825,0.14432989690721654,0.14432989690721654,0.0,4.261,4.297,false,true,497.6,27.15,0,9.6,0,0,0,1.93,100,non-standard framing (head turned (~18°)) — scored on your override; expect a rougher read.
gallery_identity,amelia-dimoldenberg,holdout,f,white,7.2,images/roster/amelia-dimoldenberg/3.jpg,3.7114,3.7128,0.00140000000000029,6.662665016277083,6.664540658498556,0.5373349837229169,0.5354593415014444,0.0018756422214725177,0.3556701030927835,0.3556701030927835,0.0,4.046,4.065,false,true,739.78,0,75.56,0,19.78,0,0,2.67,100,
gallery_identity,amy-schumer,train,f,white,4.5,images/roster/amy-schumer/5.jpg,3.6162,3.6189999999999998,0.0027999999999996916,6.550469782265825,6.5538994067145815,2.050469782265825,2.0538994067145815,-0.0034296244487563854,0.48453608247422675,0.48453608247422675,0.0,3.717,3.731,false,true,698.07,-5.67,0,0,0,23.07,0,3.31,100,non-standard framing (head turned (~18°)) — scored on your override; expect a rougher read.
gallery_identity,andrew-tate,train,m,mixed,6.5,images/roster/andrew-tate/1.jpg,3.7825,3.7825,0.0,6.7621664818183085,6.7621664818183085,0.2621664818183085,0.2621664818183085,0.0,0.4427083333333333,0.4427083333333333,0.0,3.439,3.439,true,true,589.49,0,0,0,0,0,0,0,100,non-standard framing (head turned (~21°)) — scored on your override; expect a rougher read.
