identity_id,expected_looks,expected_sex,editorial_ethnicity,split,image_id,relative_path,filename,timestamp,outcome,refusal_reason,model_raw,bp,cv,sex,sex_conf,sex_source,reliability
gal-gadot,9.0,f,middle-eastern,train,gal-gadot/4.jpg,images/roster/gal-gadot/4.jpg,4.jpg,2026-08-18T10:58:32.302Z,refused,This angle is too far off to measure — head turned (~29°); head tilted sideways (~30°). Retake facing the camera square-on.,,,,,,,
gal-gadot,9.0,f,middle-eastern,train,gal-gadot/5.jpg,images/roster/gal-gadot/5.jpg,5.jpg,2026-08-18T10:58:32.888Z,scored,,3.308,6.24,6.24,f,96%,model,non-standard framing (head turned (~15°)) — scored on your override; expect a rougher read.
gal-gadot,9.0,f,middle-eastern,train,gal-gadot/6.jpg,images/roster/gal-gadot/6.jpg,6.jpg,2026-08-18T10:58:33.102Z,scored,,3.814,6.81,6.81,f,100%,model,
george-clooney,8.5,m,white,train,george-clooney/1.jpg,images/roster/george-clooney/1.jpg,1.jpg,2026-08-18T10:58:33.329Z,scored,,3.917,7.00,7.00,m,100%,model,
george-clooney,8.5,m,white,train,george-clooney/2.jpg,images/roster/george-clooney/2.jpg,2.jpg,2026-08-18T10:58:33.565Z,scored,,3.782,6.76,6.76,m,100%,model,
george-clooney,8.5,m,white,train,george-clooney/3.jpg,images/roster/george-clooney/3.jpg,3.jpg,2026-08-18T10:58:33.794Z,scored,,3.249,6.19,6.19,m,100%,model,
george-clooney,8.5,m,white,train,george-clooney/4.jpg,images/roster/george-clooney/4.jpg,4.jpg,2026-08-18T10:58:34.013Z,scored,,3.226,6.17,6.17,m,100%,model,non-standard framing (head tilted sideways (~13°)) — scored on your override; expect a rougher read.
george-clooney,8.5,m,white,train,george-clooney/5.jpg,images/roster/george-clooney/5.jpg,5.jpg,2026-08-18T10:58:34.237Z,scored,,4.406,8.99,8.99,m,100%,model,
george-santos,4.0,m,latino,train,george-santos/1.jpg,images/roster/george-santos/1.jpg,1.jpg,2026-08-18T10:58:34.447Z,scored,,2.750,5.07,5.07,m,100%,model,
george-santos,4.0,m,latino,train,george-santos/2.jpg,images/roster/george-santos/2.jpg,2.jpg,2026-08-18T10:58:34.668Z,scored,,2.687,4.73,4.73,m,100%,model,
george-santos,4.0,m,latino,train,george-santos/3.jpg,images/roster/george-santos/3.jpg,3.jpg,2026-08-18T10:58:34.885Z,scored,,3.039,5.93,5.93,m,100%,model,
gibi-asmr,7.2,f,white,train,gibi-asmr/1.jpg,images/roster/gibi-asmr/1.jpg,1.jpg,2026-08-18T10:58:35.113Z,refused,This angle is too far off to measure — head turned (~25°). Retake facing the camera square-on.,,,,,,,
gibi-asmr,7.2,f,white,train,gibi-asmr/3.jpg,images/roster/gibi-asmr/3.jpg,3.jpg,2026-08-18T10:58:35.700Z,scored,,3.758,6.73,6.73,f,100%,model,non-standard framing (head tilted sideways (~23°)) — scored on your override; expect a rougher read.
gibi-asmr,7.2,f,white,train,gibi-asmr/4.jpg,images/roster/gibi-asmr/4.jpg,4.jpg,2026-08-18T10:58:35.909Z,scored,,3.976,7.16,7.16,f,100%,model,non-standard framing (head tilted sideways (~11°)) — scored on your override; expect a rougher read.
gibi-asmr,7.2,f,white,train,gibi-asmr/5.jpg,images/roster/gibi-asmr/5.jpg,5.jpg,2026-08-18T10:58:36.142Z,scored,,3.593,6.52,6.52,f,100%,model,
glen-powell,8.7,m,white,validation,glen-powell/1.jpg,images/roster/glen-powell/1.jpg,1.jpg,2026-08-18T10:58:36.388Z,refused,This angle is too far off to measure — head turned (~45°); head tilted sideways (~14°). Retake facing the camera square-on.,,,,,,,
glen-powell,8.7,m,white,validation,glen-powell/2.jpg,images/roster/glen-powell/2.jpg,2.jpg,2026-08-18T10:58:36.976Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
glen-powell,8.7,m,white,validation,glen-powell/3.jpg,images/roster/glen-powell/3.jpg,3.jpg,2026-08-18T10:58:37.575Z,scored,,3.093,6.01,6.01,m,100%,model,non-standard framing (head turned (~13°); head tilted sideways (~10°)) — scored on your override; expect a rougher read.
glen-powell,8.7,m,white,validation,glen-powell/4.jpg,images/roster/glen-powell/4.jpg,4.jpg,2026-08-18T10:58:37.809Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
grimes,7.0,f,white,train,grimes/1.jpg,images/roster/grimes/1.jpg,1.jpg,2026-08-18T10:58:38.378Z,refused,This angle is too far off to measure — head turned (~26°). Retake facing the camera square-on.,,,,,,,
grimes,7.0,f,white,train,grimes/2.jpg,images/roster/grimes/2.jpg,2.jpg,2026-08-18T10:58:38.963Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
grimes,7.0,f,white,train,grimes/5.jpg,images/roster/grimes/5.jpg,5.jpg,2026-08-18T10:58:39.552Z,scored,,4.127,7.71,7.71,f,100%,model,
grimes,7.0,f,white,train,grimes/6.jpg,images/roster/grimes/6.jpg,6.jpg,2026-08-18T10:58:39.768Z,scored,,3.420,6.36,6.36,f,100%,model,"small/distant face (~141px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head turned (~18°)) — scored on your override; expect a rougher read."
grimes,7.0,f,white,train,grimes/7.jpg,images/roster/grimes/7.jpg,7.jpg,2026-08-18T10:58:39.978Z,scored,,3.369,6.30,6.30,f,100%,model,
hailee-steinfeld,8.0,f,mixed,train,hailee-steinfeld/2.jpg,images/roster/hailee-steinfeld/2.jpg,2.jpg,2026-08-18T10:58:40.207Z,scored,,3.591,6.52,6.52,f,99%,model,non-standard framing (head tilted sideways (~21°)) — scored on your override; expect a rougher read.
hailee-steinfeld,8.0,f,mixed,train,hailee-steinfeld/4.jpg,images/roster/hailee-steinfeld/4.jpg,4.jpg,2026-08-18T10:58:40.429Z,scored,,2.930,5.73,5.73,f,99%,model,non-standard framing (head turned (~19°)) — scored on your override; expect a rougher read.
hailee-steinfeld,8.0,f,mixed,train,hailee-steinfeld/5.jpg,images/roster/hailee-steinfeld/5.jpg,5.jpg,2026-08-18T10:58:40.645Z,scored,,3.676,6.62,6.62,f,99%,model,
hailee-steinfeld,8.0,f,mixed,train,hailee-steinfeld/6.jpg,images/roster/hailee-steinfeld/6.jpg,6.jpg,2026-08-18T10:58:40.911Z,scored,,4.343,8.81,8.81,f,100%,model,
hailee-steinfeld,8.0,f,mixed,train,hailee-steinfeld/7.jpg,images/roster/hailee-steinfeld/7.jpg,7.jpg,2026-08-18T10:58:41.142Z,scored,,3.469,6.40,6.40,f,100%,model,
harry-styles,8.0,m,white,train,harry-styles/1.jpg,images/roster/harry-styles/1.jpg,1.jpg,2026-08-18T10:58:41.352Z,scored,,3.483,6.41,6.41,m,100%,model,
harry-styles,8.0,m,white,train,harry-styles/2.jpg,images/roster/harry-styles/2.jpg,2.jpg,2026-08-18T10:58:41.561Z,scored,,3.924,7.02,7.02,m,100%,model,
harry-styles,8.0,m,white,train,harry-styles/3.jpg,images/roster/harry-styles/3.jpg,3.jpg,2026-08-18T10:58:41.802Z,scored,,3.637,6.58,6.58,m,100%,model,non-standard framing (head turned (~24°); head tilted sideways (~11°)) — scored on your override; expect a rougher read.
harry-styles,8.0,m,white,train,harry-styles/4.jpg,images/roster/harry-styles/4.jpg,4.jpg,2026-08-18T10:58:42.058Z,scored,,3.121,6.05,6.05,m,96%,model,non-standard framing (head turned (~23°)) — scored on your override; expect a rougher read.
hasan-piker,8.2,m,middle-eastern,holdout,hasan-piker/1.jpg,images/roster/hasan-piker/1.jpg,1.jpg,2026-08-18T10:58:42.288Z,scored,,2.614,4.34,4.34,m,100%,model,"small/distant face (~98px of real detail) — score is rougher than a tight, sharp headshot."
hasan-piker,8.2,m,middle-eastern,holdout,hasan-piker/2.jpg,images/roster/hasan-piker/2.jpg,2.jpg,2026-08-18T10:58:42.507Z,scored,,2.707,4.82,4.82,m,100%,model,non-standard framing (head turned (~16°); head tilted sideways (~16°)) — scored on your override; expect a rougher read.
hasan-piker,8.2,m,middle-eastern,holdout,hasan-piker/3.jpg,images/roster/hasan-piker/3.jpg,3.jpg,2026-08-18T10:58:42.719Z,refused,This angle is too far off to measure — head turned (~51°); head tilted sideways (~19°). Retake facing the camera square-on.,,,,,,,
henry-cavill,9.5,m,white,train,henry-cavill/1.jpg,images/roster/henry-cavill/1.jpg,1.jpg,2026-08-18T10:58:43.304Z,scored,,3.770,6.74,6.74,m,100%,model,non-standard framing (head turned (~25°)) — scored on your override; expect a rougher read.
henry-cavill,9.5,m,white,train,henry-cavill/4.jpg,images/roster/henry-cavill/4.jpg,4.jpg,2026-08-18T10:58:43.527Z,scored,,3.593,6.52,6.52,m,100%,model,"small/distant face (~140px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head turned (~24°)) — scored on your override; expect a rougher read."
henry-cavill,9.5,m,white,train,henry-cavill/5.jpg,images/roster/henry-cavill/5.jpg,5.jpg,2026-08-18T10:58:43.749Z,scored,,3.019,5.90,5.90,m,100%,model,non-standard framing (head turned (~23°)) — scored on your override; expect a rougher read.
henry-cavill,9.5,m,white,train,henry-cavill/6.jpg,images/roster/henry-cavill/6.jpg,6.jpg,2026-08-18T10:58:43.964Z,scored,,3.225,6.17,6.17,m,100%,model,
henry-cavill,9.5,m,white,train,henry-cavill/7.jpg,images/roster/henry-cavill/7.jpg,7.jpg,2026-08-18T10:58:44.179Z,scored,,4.084,7.55,7.55,m,100%,model,
idris-elba,9.0,m,black,train,idris-elba/1.jpg,images/roster/idris-elba/1.jpg,1.jpg,2026-08-18T10:58:44.408Z,refused,This angle is too far off to measure — head turned (~58°); head tilted sideways (~10°). Retake facing the camera square-on.,,,,,,,
idris-elba,9.0,m,black,train,idris-elba/2.jpg,images/roster/idris-elba/2.jpg,2.jpg,2026-08-18T10:58:45.000Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
idris-elba,9.0,m,black,train,idris-elba/4.jpg,images/roster/idris-elba/4.jpg,4.jpg,2026-08-18T10:58:45.562Z,scored,,3.311,6.25,6.25,m,100%,model,
idris-elba,9.0,m,black,train,idris-elba/5.jpg,images/roster/idris-elba/5.jpg,5.jpg,2026-08-18T10:58:45.791Z,scored,,2.421,3.54,3.54,m,100%,model,
idris-elba,9.0,m,black,train,idris-elba/6.jpg,images/roster/idris-elba/6.jpg,6.jpg,2026-08-18T10:58:46.002Z,scored,,2.306,3.15,3.15,m,98%,model,non-standard framing (head turned (~17°)) — scored on your override; expect a rougher read.
ihascupquake,6.5,f,latino,train,ihascupquake/1.jpg,images/roster/ihascupquake/1.jpg,1.jpg,2026-08-18T10:58:46.225Z,scored,,3.557,6.48,6.48,f,100%,model,non-standard framing (head turned (~13°)) — scored on your override; expect a rougher read.
ihascupquake,6.5,f,latino,train,ihascupquake/3.jpg,images/roster/ihascupquake/3.jpg,3.jpg,2026-08-18T10:58:46.443Z,scored,,3.668,6.61,6.61,f,100%,model,non-standard framing (head turned (~13°)) — scored on your override; expect a rougher read.
ihascupquake,6.5,f,latino,train,ihascupquake/4.jpg,images/roster/ihascupquake/4.jpg,4.jpg,2026-08-18T10:58:46.665Z,scored,,2.589,4.23,4.23,f,100%,model,"small/distant face (~105px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head tilted sideways (~12°)) — scored on your override; expect a rougher read."
ihascupquake,6.5,f,latino,train,ihascupquake/5.jpg,images/roster/ihascupquake/5.jpg,5.jpg,2026-08-18T10:58:46.892Z,scored,,2.544,4.05,4.05,f,100%,model,non-standard framing (head tilted sideways (~15°)) — scored on your override; expect a rougher read.
ishowspeed,6.0,m,black,train,ishowspeed/1.jpg,images/roster/ishowspeed/1.jpg,1.jpg,2026-08-18T10:58:47.142Z,scored,,2.580,4.20,4.20,m,100%,model,
ishowspeed,6.0,m,black,train,ishowspeed/2.jpg,images/roster/ishowspeed/2.jpg,2.jpg,2026-08-18T10:58:47.369Z,scored,,3.189,6.13,6.13,m,99%,model,non-standard framing (head turned (~20°)) — scored on your override; expect a rougher read.
ishowspeed,6.0,m,black,train,ishowspeed/3.jpg,images/roster/ishowspeed/3.jpg,3.jpg,2026-08-18T10:58:47.588Z,refused,This angle is too far off to measure — head turned (~40°); head tilted sideways (~11°). Retake facing the camera square-on.,,,,,,,
ishowspeed,6.0,m,black,train,ishowspeed/4.jpg,images/roster/ishowspeed/4.jpg,4.jpg,2026-08-18T10:58:48.181Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
jack-black,4.5,m,white,train,jack-black/1.jpg,images/roster/jack-black/1.jpg,1.jpg,2026-08-18T10:58:48.765Z,scored,,3.086,6.00,6.00,m,100%,model,non-standard framing (head turned (~15°)) — scored on your override; expect a rougher read.
jack-black,4.5,m,white,train,jack-black/4.jpg,images/roster/jack-black/4.jpg,4.jpg,2026-08-18T10:58:48.990Z,scored,,1.599,1.74,1.74,m,100%,model,"small/distant face (~109px of real detail) — score is rougher than a tight, sharp headshot."
jack-black,4.5,m,white,train,jack-black/5.jpg,images/roster/jack-black/5.jpg,5.jpg,2026-08-18T10:58:49.270Z,scored,,2.394,3.43,3.43,m,100%,model,
jack-black,4.5,m,white,train,jack-black/6.jpg,images/roster/jack-black/6.jpg,6.jpg,2026-08-18T10:58:49.490Z,scored,,2.991,5.85,5.85,m,100%,model,non-standard framing (head turned (~21°)) — scored on your override; expect a rougher read.
jack-black,4.5,m,white,train,jack-black/7.jpg,images/roster/jack-black/7.jpg,7.jpg,2026-08-18T10:58:49.722Z,scored,,2.248,2.91,2.91,m,100%,model,
jacob-elordi,9.1,m,white,validation,jacob-elordi/1.jpg,images/roster/jacob-elordi/1.jpg,1.jpg,2026-08-18T10:58:49.952Z,scored,,3.922,7.01,7.01,m,100%,model,non-standard framing (head turned (~17°)) — scored on your override; expect a rougher read.
jacob-elordi,9.1,m,white,validation,jacob-elordi/2.jpg,images/roster/jacob-elordi/2.jpg,2.jpg,2026-08-18T10:58:50.184Z,scored,,3.743,6.71,6.71,m,100%,model,non-standard framing (head turned (~14°)) — scored on your override; expect a rougher read.
jacob-elordi,9.1,m,white,validation,jacob-elordi/3.jpg,images/roster/jacob-elordi/3.jpg,3.jpg,2026-08-18T10:58:50.425Z,refused,This angle is too far off to measure — head turned (~28°). Retake facing the camera square-on.,,,,,,,
jacob-elordi,9.1,m,white,validation,jacob-elordi/4.jpg,images/roster/jacob-elordi/4.jpg,4.jpg,2026-08-18T10:58:51.036Z,scored,,3.793,6.78,6.78,m,100%,model,"small/distant face (~103px of real detail) — score is rougher than a tight, sharp headshot."
james-corden,4.0,m,white,train,james-corden/1.jpg,images/roster/james-corden/1.jpg,1.jpg,2026-08-18T10:58:51.260Z,scored,,2.865,5.57,5.57,m,100%,model,"small/distant face (~95px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head turned (~24°)) — scored on your override; expect a rougher read."
james-corden,4.0,m,white,train,james-corden/2.jpg,images/roster/james-corden/2.jpg,2.jpg,2026-08-18T10:58:51.479Z,scored,,2.293,3.10,3.10,m,100%,model,
james-corden,4.0,m,white,train,james-corden/3.jpg,images/roster/james-corden/3.jpg,3.jpg,2026-08-18T10:58:51.722Z,scored,,3.116,6.04,6.04,m,100%,model,
james-corden,4.0,m,white,train,james-corden/4.jpg,images/roster/james-corden/4.jpg,4.jpg,2026-08-18T10:58:51.963Z,scored,,2.267,3.00,3.00,m,100%,model,
james-corden,4.0,m,white,train,james-corden/5.jpg,images/roster/james-corden/5.jpg,5.jpg,2026-08-18T10:58:52.178Z,scored,,2.520,3.94,3.94,m,100%,model,
jason-momoa,9.0,m,mixed,train,jason-momoa/1.jpg,images/roster/jason-momoa/1.jpg,1.jpg,2026-08-18T10:58:52.399Z,scored,,3.864,6.90,6.90,m,100%,model,
jason-momoa,9.0,m,mixed,train,jason-momoa/2.jpg,images/roster/jason-momoa/2.jpg,2.jpg,2026-08-18T10:58:52.620Z,scored,,3.508,6.43,6.43,m,100%,model,
jason-momoa,9.0,m,mixed,train,jason-momoa/3.jpg,images/roster/jason-momoa/3.jpg,3.jpg,2026-08-18T10:58:52.863Z,scored,,3.953,7.09,7.09,m,100%,model,
jason-momoa,9.0,m,mixed,train,jason-momoa/4.jpg,images/roster/jason-momoa/4.jpg,4.jpg,2026-08-18T10:58:53.099Z,scored,,3.872,6.92,6.92,m,100%,model,
jason-momoa,9.0,m,mixed,train,jason-momoa/5.jpg,images/roster/jason-momoa/5.jpg,5.jpg,2026-08-18T10:58:53.367Z,scored,,3.738,6.70,6.70,m,100%,model,
jeff-bezos,3.0,m,white,holdout,jeff-bezos/4.jpg,images/roster/jeff-bezos/4.jpg,4.jpg,2026-08-18T10:58:53.589Z,scored,,3.293,6.23,6.23,m,100%,model,
jeff-bezos,3.0,m,white,holdout,jeff-bezos/5.jpg,images/roster/jeff-bezos/5.jpg,5.jpg,2026-08-18T10:58:53.818Z,scored,,2.616,4.35,4.35,m,100%,model,
jenelle-evans,5.5,f,white,train,jenelle-evans/1.jpg,images/roster/jenelle-evans/1.jpg,1.jpg,2026-08-18T10:58:54.040Z,scored,,3.298,6.24,6.24,f,100%,model,
jenelle-evans,5.5,f,white,train,jenelle-evans/2.jpg,images/roster/jenelle-evans/2.jpg,2.jpg,2026-08-18T10:58:54.252Z,refused,This angle is too far off to measure — head turned (~15°); head tilted sideways (~31°). Retake facing the camera square-on.,,,,,,,
jenelle-evans,5.5,f,white,train,jenelle-evans/3.jpg,images/roster/jenelle-evans/3.jpg,3.jpg,2026-08-18T10:58:54.842Z,scored,,3.000,5.87,5.87,f,100%,model,
jennifer-haben,8.9,f,white,train,jennifer-haben/2.jpg,images/roster/jennifer-haben/2.jpg,2.jpg,2026-08-18T10:58:55.065Z,scored,,2.857,5.55,5.55,f,74%,model,
jennifer-haben,8.9,f,white,train,jennifer-haben/4.jpg,images/roster/jennifer-haben/4.jpg,4.jpg,2026-08-18T10:58:55.286Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
jennifer-haben,8.9,f,white,train,jennifer-haben/7.jpg,images/roster/jennifer-haben/7.jpg,7.jpg,2026-08-18T10:58:55.873Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
jennifer-haben,8.9,f,white,train,jennifer-haben/8.jpg,images/roster/jennifer-haben/8.jpg,8.jpg,2026-08-18T10:58:56.473Z,scored,,3.828,6.83,6.83,f,100%,model,
jennifer-lawrence,8.1,f,white,holdout,jennifer-lawrence/1.jpg,images/roster/jennifer-lawrence/1.jpg,1.jpg,2026-08-18T10:58:56.707Z,scored,,3.234,6.18,6.18,f,100%,model,non-standard framing (head turned (~15°)) — scored on your override; expect a rougher read.
jennifer-lawrence,8.1,f,white,holdout,jennifer-lawrence/2.jpg,images/roster/jennifer-lawrence/2.jpg,2.jpg,2026-08-18T10:58:56.972Z,scored,,3.392,6.33,6.33,f,100%,model,non-standard framing (head turned (~20°)) — scored on your override; expect a rougher read.
jennifer-lawrence,8.1,f,white,holdout,jennifer-lawrence/5.jpg,images/roster/jennifer-lawrence/5.jpg,5.jpg,2026-08-18T10:58:57.226Z,scored,,2.980,5.83,5.83,f,100%,model,
jennifer-lawrence,8.1,f,white,holdout,jennifer-lawrence/6.jpg,images/roster/jennifer-lawrence/6.jpg,6.jpg,2026-08-18T10:58:57.451Z,scored,,3.533,6.46,6.46,f,100%,model,
jennifer-lawrence,8.1,f,white,holdout,jennifer-lawrence/7.jpg,images/roster/jennifer-lawrence/7.jpg,7.jpg,2026-08-18T10:58:57.681Z,scored,,3.787,6.77,6.77,f,100%,model,
jensen-huang,5.3,m,east-asian,holdout,jensen-huang/1.jpg,images/roster/jensen-huang/1.jpg,1.jpg,2026-08-18T10:58:57.940Z,refused,This angle is too far off to measure — head turned (~37°). Retake facing the camera square-on.,,,,,,,
jensen-huang,5.3,m,east-asian,holdout,jensen-huang/2.jpg,images/roster/jensen-huang/2.jpg,2.jpg,2026-08-18T10:58:58.560Z,refused,This angle is too far off to measure — head turned (~26°). Retake facing the camera square-on.,,,,,,,
jensen-huang,5.3,m,east-asian,holdout,jensen-huang/3.jpg,images/roster/jensen-huang/3.jpg,3.jpg,2026-08-18T10:58:59.169Z,scored,,2.596,4.26,4.26,m,100%,model,"small/distant face (~87px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head tilted sideways (~15°)) — scored on your override; expect a rougher read."
jensen-huang,5.3,m,east-asian,holdout,jensen-huang/4.jpg,images/roster/jensen-huang/4.jpg,4.jpg,2026-08-18T10:58:59.395Z,scored,,2.690,4.74,4.74,m,100%,model,"small/distant face (~81px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head turned (~21°)) — scored on your override; expect a rougher read."
jo-brand,3.0,f,white,holdout,jo-brand/2.jpg,images/roster/jo-brand/2.jpg,2.jpg,2026-08-18T10:58:59.632Z,scored,,3.528,6.45,6.45,f,99%,model,
jo-brand,3.0,f,white,holdout,jo-brand/3.jpg,images/roster/jo-brand/3.jpg,3.jpg,2026-08-18T10:58:59.880Z,scored,,3.009,5.88,5.88,f,99%,model,
jo-brand,3.0,f,white,holdout,jo-brand/4.jpg,images/roster/jo-brand/4.jpg,4.jpg,2026-08-18T10:59:00.136Z,scored,,2.889,5.64,5.64,f,100%,model,
jo-brand,3.0,f,white,holdout,jo-brand/1.jpg,images/roster/jo-brand/1.jpg,1.jpg,2026-08-18T10:59:00.383Z,scored,,4.227,8.20,8.20,m,97%,model,
jo-brand,3.0,f,white,holdout,jo-brand/5.jpg,images/roster/jo-brand/5.jpg,5.jpg,2026-08-18T10:59:00.677Z,scored,,3.223,6.16,6.16,f,99%,model,
joe-exotic,3.0,m,white,train,joe-exotic/1.jpg,images/roster/joe-exotic/1.jpg,1.jpg,2026-08-18T10:59:00.924Z,scored,,2.709,4.83,4.83,m,100%,model,non-standard framing (head tilted sideways (~15°)) — scored on your override; expect a rougher read.
joe-exotic,3.0,m,white,train,joe-exotic/3.jpg,images/roster/joe-exotic/3.jpg,3.jpg,2026-08-18T10:59:01.166Z,scored,,2.218,2.80,2.80,m,100%,model,
joe-rogan,5.5,m,white,train,joe-rogan/4.jpg,images/roster/joe-rogan/4.jpg,4.jpg,2026-08-18T10:59:01.390Z,scored,,2.852,5.53,5.53,m,100%,model,
joe-rogan,5.5,m,white,train,joe-rogan/6.jpg,images/roster/joe-rogan/6.jpg,6.jpg,2026-08-18T10:59:01.631Z,scored,,3.120,6.04,6.04,m,100%,model,
joe-rogan,5.5,m,white,train,joe-rogan/7.jpg,images/roster/joe-rogan/7.jpg,7.jpg,2026-08-18T10:59:01.898Z,scored,,3.118,6.04,6.04,m,100%,model,non-standard framing (head turned (~12°)) — scored on your override; expect a rougher read.
joe-rogan,5.5,m,white,train,joe-rogan/8.jpg,images/roster/joe-rogan/8.jpg,8.jpg,2026-08-18T10:59:02.153Z,refused,This angle is too far off to measure — head turned (~26°). Retake facing the camera square-on.,,,,,,,
john-mulaney,6.8,m,white,validation,john-mulaney/1.jpg,images/roster/john-mulaney/1.jpg,1.jpg,2026-08-18T10:59:02.775Z,scored,,3.866,6.91,6.91,m,100%,model,non-standard framing (head turned (~16°)) — scored on your override; expect a rougher read.
john-mulaney,6.8,m,white,validation,john-mulaney/2.jpg,images/roster/john-mulaney/2.jpg,2.jpg,2026-08-18T10:59:03.040Z,scored,,3.844,6.86,6.86,m,100%,model,non-standard framing (head turned (~16°)) — scored on your override; expect a rougher read.
john-mulaney,6.8,m,white,validation,john-mulaney/3.jpg,images/roster/john-mulaney/3.jpg,3.jpg,2026-08-18T10:59:03.316Z,refused,This angle is too far off to measure — head turned (~29°). Retake facing the camera square-on.,,,,,,,
john-mulaney,6.8,m,white,validation,john-mulaney/4.jpg,images/roster/john-mulaney/4.jpg,4.jpg,2026-08-18T10:59:03.925Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
johnny-depp,9.0,m,white,holdout,johnny-depp/1.jpg,images/roster/johnny-depp/1.jpg,1.jpg,2026-08-18T10:59:04.512Z,refused,This angle is too far off to measure — head turned (~34°); head tilted sideways (~11°). Retake facing the camera square-on.,,,,,,,
johnny-depp,9.0,m,white,holdout,johnny-depp/3.jpg,images/roster/johnny-depp/3.jpg,3.jpg,2026-08-18T10:59:05.158Z,scored,,3.431,6.37,6.37,m,100%,model,"small/distant face (~91px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head tilted sideways (~16°)) — scored on your override; expect a rougher read."
johnny-depp,9.0,m,white,holdout,johnny-depp/5.jpg,images/roster/johnny-depp/5.jpg,5.jpg,2026-08-18T10:59:05.395Z,scored,,3.970,7.14,7.14,m,100%,model,
johnny-depp,9.0,m,white,holdout,johnny-depp/6.jpg,images/roster/johnny-depp/6.jpg,6.jpg,2026-08-18T10:59:05.630Z,scored,,3.669,6.61,6.61,m,100%,model,
johnny-depp,9.0,m,white,holdout,johnny-depp/7.jpg,images/roster/johnny-depp/7.jpg,7.jpg,2026-08-18T10:59:05.883Z,scored,,4.219,8.17,8.17,m,100%,model,
jon-gosselin,4.5,m,mixed,train,jon-gosselin/2.jpg,images/roster/jon-gosselin/2.jpg,2.jpg,2026-08-18T10:59:06.140Z,scored,,2.776,5.20,5.20,m,100%,model,
jon-gosselin,4.5,m,mixed,train,jon-gosselin/3.jpg,images/roster/jon-gosselin/3.jpg,3.jpg,2026-08-18T10:59:06.392Z,scored,,2.402,3.47,3.47,m,100%,model,non-standard framing (head turned (~14°)) — scored on your override; expect a rougher read.
jon-gosselin,4.5,m,mixed,train,jon-gosselin/4.jpg,images/roster/jon-gosselin/4.jpg,4.jpg,2026-08-18T10:59:06.636Z,scored,,2.604,4.29,4.29,m,100%,model,non-standard framing (head turned (~16°)) — scored on your override; expect a rougher read.
jon-gosselin,4.5,m,mixed,train,jon-gosselin/5.jpg,images/roster/jon-gosselin/5.jpg,5.jpg,2026-08-18T10:59:06.883Z,scored,,2.776,5.20,5.20,m,100%,model,
jonah-hill,5.5,m,white,train,jonah-hill/4.jpg,images/roster/jonah-hill/4.jpg,4.jpg,2026-08-18T10:59:07.136Z,scored,,3.804,6.79,6.79,m,100%,model,
jonah-hill,5.5,m,white,train,jonah-hill/5.jpg,images/roster/jonah-hill/5.jpg,5.jpg,2026-08-18T10:59:07.410Z,scored,,3.282,6.22,6.22,m,100%,model,
jonah-hill,5.5,m,white,train,jonah-hill/6.jpg,images/roster/jonah-hill/6.jpg,6.jpg,2026-08-18T10:59:07.646Z,scored,,3.165,6.10,6.10,m,97%,model,
jonah-hill,5.5,m,white,train,jonah-hill/7.jpg,images/roster/jonah-hill/7.jpg,7.jpg,2026-08-18T10:59:07.883Z,scored,,3.032,5.92,5.92,m,100%,model,non-standard framing (head turned (~17°)) — scored on your override; expect a rougher read.
jonah-hill,5.5,m,white,train,jonah-hill/8.jpg,images/roster/jonah-hill/8.jpg,8.jpg,2026-08-18T10:59:08.138Z,scored,,3.330,6.26,6.26,m,100%,model,
jordan-peterson,6.2,m,white,holdout,jordan-peterson/1.jpg,images/roster/jordan-peterson/1.jpg,1.jpg,2026-08-18T10:59:08.380Z,scored,,3.375,6.31,6.31,m,100%,model,"small/distant face (~105px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head tilted sideways (~16°)) — scored on your override; expect a rougher read."
jordan-peterson,6.2,m,white,holdout,jordan-peterson/2.jpg,images/roster/jordan-peterson/2.jpg,2.jpg,2026-08-18T10:59:08.638Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
jordan-peterson,6.2,m,white,holdout,jordan-peterson/3.jpg,images/roster/jordan-peterson/3.jpg,3.jpg,2026-08-18T10:59:09.274Z,refused,This angle is too far off to measure — head turned (~30°). Retake facing the camera square-on.,,,,,,,
